 Income ,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Childrenhome,Total_Accepted_Cmps,Total_Mnt_spent,Age,TotalPurchases,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow,CA,GER,IND,ME,SA,SP,US,campaign_binary
60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1,0,1180,42,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,2,3,724,40,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,1,0,58,34,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,0,1,1665,39,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,0,3,2086,46,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,1,1,1220,65,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
51381.5,1,0,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,1,0,109,48,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,1,0,101,35,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,0,11,47,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,0,614,43,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26646.0,1,0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,1,0,53,37,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19346.0,1,0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,1,0,22,47,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,3,0,396,46,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,1,0,87,51,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,0,0,776,56,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1,0,18,35,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,2,1,140,46,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,1,0,36,42,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,0,3,1435,47,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,1,0,131,32,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,3,0,1019,64,25,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,2,0,97,65,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,1,0,884,69,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,0,1,2352,65,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,0,369,47,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,0,369,47,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43586.0,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,1,0,132,41,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,1,2,296,47,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1,0,1338,52,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,1,1,608,58,20,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,0,823,40,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,0,823,40,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,0,4,1621,33,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,0,2,93,61,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,0,0,1198,33,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,0,0,1198,33,18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,1,0,144,55,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,1,0,392,71,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,1,0,1068,57,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,0,1,421,68,18,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,0,2,1727,38,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,2,0,114,59,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,0,64,51,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,0,64,51,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,0,279,51,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,0,2,1298,40,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,0,42,60,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,0,0,137,45,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,0,0,137,45,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,1,1,982,55,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,1,0,30,62,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,1,4,1230,44,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1,0,1103,69,18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,0,0,1932,59,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1,0,367,50,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,0,0,1345,30,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,0,0,1134,56,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,1,2,1188,32,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,0,1,1686,59,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,1,0,198,67,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,1,1,44,38,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,1,0,61,49,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,1,0,57,51,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,1,0,71,41,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,0,37,54,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,0,37,54,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,1,0,405,64,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,0,599,63,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1,0,1525,50,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,0,1,1323,37,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
45146.0,1,1,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,2,0,53,58,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,1,1,710,31,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,2,0,43,70,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,0,0,1006,43,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,1,2,813,53,24,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,1,0,429,49,17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,2,0,490,58,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,1,1,1825,61,34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,2,2,473,44,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,2,0,9,58,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,16,55,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,1,0,57,43,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,1,0,334,69,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,1,0,507,64,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,0,818,40,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,1,1004,61,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,1,0,1138,58,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,0,1,2525,30,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,0,2,2525,30,18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,0,0,1076,73,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,1,0,491,62,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,0,29,69,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,1,0,236,72,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,0,0,46,68,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,1,0,795,58,22,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,2,0,749,56,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,1,0,401,48,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,0,1149,39,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,0,1149,39,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,1,0,863,62,30,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,0,0,343,61,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,1,0,1471,51,25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,1,0,1088,71,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,0,2,1990,27,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,0,0,1210,68,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,0,74,41,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,1,1,115,51,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,1,1,966,70,25,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,1,0,92,36,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,1,0,45,38,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,1,0,45,38,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,1,1,761,44,20,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,0,4,2257,44,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,0,0,960,26,24,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,1,1453,43,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,1,0,350,67,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,1,0,266,46,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,1,1,224,46,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,1,0,99,34,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,2,1,258,52,15,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,2,1,258,52,15,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,1,4,1526,62,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,2,1,87,40,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,2,0,300,48,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,2,0,447,47,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,1,1,173,46,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,1,1772,39,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,0,2,925,35,17,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,0,1,1093,55,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,2,1,433,55,23,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,2,1,433,55,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,2,0,90,55,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,0,156,38,9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,0,156,38,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,0,156,38,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,1,0,825,58,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,2,0,72,46,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,1,0,377,45,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,1,3,2194,42,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,1,0,401,36,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,0,5,2157,35,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,0,17,57,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,1,0,350,45,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,1,0,29,33,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,2,0,21,70,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,3,0,15,65,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,1,2,145,40,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,107,45,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,0,42,43,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,1,0,521,66,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
